Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
10,58,8.5,40,cloudy,1101.7,5,Winter,18,coastal,Snowy
10,98,14,97,overcast,1007.79,1,Spring,4.5,inland,Rainy
23,28,6.5,7,clear,1022.75,5,Summer,8.5,coastal,Sunny
37,109,22,94,overcast,1019.37,0,Autumn,1.5,mountain,Rainy
24,79,12,12,partly cloudy,1013.39,3,Spring,6,coastal,Cloudy
36,96,36.5,91,partly cloudy,996.7,10,Winter,3,mountain,Rainy
44,29,1,12,clear,1012.63,10,Autumn,6,inland,Sunny
47,108,8,94,overcast,1003.87,3,Summer,10.5,mountain,Cloudy
70,71,6.5,89,clear,1028.88,6,Autumn,5,mountain,Sunny
30,72,5.5,97,overcast,1011.47,0,Spring,4,coastal,Rainy
10,94,13.5,62,overcast,1005.18,1,Autumn,5,coastal,Rainy
28,59,9,37,overcast,1004.99,2,Spring,6,inland,Cloudy
39,24,5.5,9,partly cloudy,1025.3,9,Winter,7,coastal,Sunny
16,101,34.5,72,overcast,993.43,14,Summer,5,inland,Rainy
18,94,2.5,109,partly cloudy,1018.62,11,Summer,6,coastal,Cloudy
23,25,10,15,clear,1016.92,7,Spring,8.5,mountain,Sunny
29,34,0.5,17,clear,1017.92,10,Spring,6,inland,Sunny
34,50,7.5,41,partly cloudy,1012.99,2,Winter,7,coastal,Cloudy
29,61,14,33,overcast,1004.54,3,Autumn,5.5,coastal,Cloudy
9,108,27.5,103,partly cloudy,1019.52,10,Spring,3,coastal,Cloudy
-6,103,8,88,partly cloudy,995.28,5,Winter,1.5,mountain,Snowy
12,74,16,78,overcast,994.11,2,Winter,2,coastal,Rainy
66,83,20.5,109,partly cloudy,1005.29,10,Summer,6.5,inland,Cloudy
33,34,10,2,partly cloudy,1020.04,8,Summer,9.5,mountain,Sunny
-8,85,9,91,partly cloudy,987.23,1,Winter,2,mountain,Snowy
29,95,15,56,overcast,1005.12,2,Autumn,3,mountain,Rainy
37,50,2.5,9,clear,1016.98,5,Spring,7,inland,Sunny
-2,63,7.5,94,overcast,980.74,0,Winter,1.5,inland,Snowy
-16,48,9,76,cloudy,1157.85,8,Spring,2.5,inland,Cloudy
21,68,3,30,partly cloudy,1019.34,1,Autumn,8,coastal,Cloudy
36,21,4.5,19,clear,1020.62,6,Winter,6.5,coastal,Sunny
20,51,3.5,34,partly cloudy,1001.09,4,Autumn,7,inland,Cloudy
21,76,7,57,overcast,1014.41,3,Autumn,1.5,coastal,Rainy
12,62,5.5,79,partly cloudy,1012.12,4,Winter,5.5,coastal,Rainy
12,77,4,45,partly cloudy,1008.41,4,Spring,8.5,inland,Cloudy
10,57,8.5,36,partly cloudy,1011.7,4,Summer,8,coastal,Cloudy
34,31,5,6,clear,1013.68,7,Spring,7,inland,Sunny
31,96,14.5,92,overcast,1000.22,12,Summer,10,mountain,Cloudy
13,97,8.5,96,overcast,1017.24,3,Autumn,3.5,coastal,Rainy
32,96,6.5,55,overcast,1002.53,2,Summer,2.5,coastal,Rainy
-15,71,14.5,41,partly cloudy,864.56,13,Winter,11.5,coastal,Sunny
36,81,7.5,104,overcast,1004.2,8,Autumn,6,coastal,Cloudy
23,43,5,7,clear,1021.71,6,Autumn,9,mountain,Sunny
30,59,5.5,49,partly cloudy,1001.22,1,Spring,7.5,inland,Cloudy
-2,74,7,83,overcast,999.2,0,Winter,4,inland,Snowy
15,88,11,60,partly cloudy,999.44,1,Autumn,3,mountain,Rainy
28,71,10.5,79,overcast,998.57,1,Autumn,2,coastal,Rainy
0,60,5,56,partly cloudy,995.59,1,Winter,1.5,mountain,Snowy
33,67,4.5,46,overcast,1013.32,4,Spring,9,mountain,Cloudy
0,88,4.5,59,overcast,983.67,0,Winter,4,inland,Snowy
32,68,6,1,clear,1016.28,10,Spring,9.5,mountain,Sunny
28,66,12.5,45,partly cloudy,1000.76,2,Winter,9,inland,Cloudy
24,66,9.5,47,partly cloudy,1004.79,4,Winter,5.5,coastal,Cloudy
35,48,2.5,16,partly cloudy,1015.9,5,Autumn,7,mountain,Sunny
10,44,7.5,28,partly cloudy,933.43,13,Spring,3.5,mountain,Sunny
-8,63,19.5,52,overcast,983.82,0,Winter,2,inland,Snowy
21,59,2.5,0,clear,1017.02,9,Autumn,6,inland,Sunny
11,70,7,12,partly cloudy,1005.16,3,Autumn,7.5,coastal,Cloudy
39,94,15.5,94,overcast,1010.92,5,Autumn,1.5,mountain,Rainy
-5,87,3.5,52,overcast,985.21,0,Winter,1,inland,Snowy
20,78,12.5,89,clear,1016.65,13,Autumn,8.5,mountain,Sunny
17,74,10.5,103,overcast,1018.89,12,Autumn,6,inland,Rainy
27,77,0,30,overcast,1008.97,4,Summer,8.5,mountain,Cloudy
39,60,9.5,13,clear,1013.69,8,Spring,8,coastal,Sunny
1,102,35,90,overcast,988.38,5,Winter,4,mountain,Snowy
13,83,7,90,overcast,999.27,2,Winter,1.5,inland,Rainy
59,106,8.5,109,clear,1023.39,13,Winter,9,mountain,Sunny
-1,93,13.5,62,overcast,988.34,0,Winter,3.5,inland,Snowy
32,66,1.5,33,partly cloudy,1010.87,1,Spring,8.5,mountain,Cloudy
0,78,19.5,85,overcast,998.09,0,Winter,2,mountain,Snowy
-4,61,8,73,overcast,990.23,0,Winter,3.5,mountain,Snowy
-2,94,14,60,partly cloudy,991.2,1,Winter,3,inland,Snowy
42,26,6.5,6,clear,1011.69,7,Summer,7.5,inland,Sunny
11,86,16,64,overcast,990.95,2,Summer,2.5,coastal,Rainy
25,24,7.5,18,clear,1027.27,5,Winter,8.5,inland,Sunny
26,95,12.5,66,overcast,1009.96,1,Summer,2.5,coastal,Rainy
14,96,16,59,overcast,1016.65,2,Spring,4,inland,Rainy
-6,69,4,74,partly cloudy,982.49,1,Winter,4,mountain,Snowy
18,78,3,15,partly cloudy,1011.45,2,Summer,8.5,inland,Cloudy
28,66,4,5,clear,1018.89,7,Summer,9,coastal,Sunny
27,63,2.5,16,partly cloudy,1029.77,11,Autumn,9.5,mountain,Sunny
15,75,6,30,partly cloudy,1010.66,2,Summer,6.5,coastal,Cloudy
-5,36,9,72,partly cloudy,1089.04,3,Winter,2,inland,Snowy
-2,68,9,97,overcast,988.46,0,Winter,4,mountain,Snowy
31,59,14.5,20,overcast,1001.96,1,Spring,7.5,mountain,Cloudy
29,55,7,20,overcast,1019.91,4,Spring,5.5,inland,Cloudy
18,69,13.5,43,overcast,1003.49,4,Summer,7.5,mountain,Cloudy
17,54,1.5,20,overcast,1015.92,4,Winter,8.5,coastal,Cloudy
32,59,7.5,43,overcast,1010.05,1,Autumn,7,coastal,Cloudy
32,78,6.5,31,overcast,968.75,1,Spring,5,inland,Sunny
40,96,1,88,clear,1021.63,0,Summer,7.5,mountain,Sunny
27,77,16,95,partly cloudy,1023.17,0,Summer,10.5,coastal,Sunny
20,65,10,42,cloudy,1080.21,10,Autumn,17,coastal,Snowy
-8,89,7,75,partly cloudy,987.39,1,Winter,4,inland,Snowy
44,40,6,15,clear,1026.5,11,Autumn,6.5,mountain,Sunny
17,63,9,10,overcast,1011.5,3,Winter,6.5,inland,Cloudy
23,109,0,91,clear,1029.8,4,Spring,7,coastal,Sunny
17,65,15,60,partly cloudy,1001.27,3,Autumn,4,mountain,Rainy
41,38,1.5,8,clear,1028.58,8,Winter,9.5,inland,Sunny
13,65,6.5,86,cloudy,899.08,6,Autumn,19,inland,Snowy
24,54,14.5,10,overcast,1017.7,1,Summer,5.5,coastal,Cloudy
25,51,4,3,clear,1017.49,9,Summer,7.5,mountain,Sunny
22,47,2.5,1,clear,1025.67,7,Autumn,8.5,mountain,Sunny
31,106,30,76,overcast,1001.99,0,Summer,8,coastal,Cloudy
2,80,16,77,overcast,996.19,4,Winter,1.5,mountain,Snowy
33,42,4,8,partly cloudy,1021.96,5,Spring,9,coastal,Sunny
23,23,3.5,8,clear,1027.69,5,Spring,6.5,mountain,Sunny
32,61,6,97,overcast,1000.84,0,Spring,3,inland,Rainy
35,29,9,20,cloudy,1092.51,7,Autumn,16,inland,Cloudy
13,50,6,13,partly cloudy,1001.38,1,Summer,7.5,mountain,Cloudy
12,54,10.5,47,partly cloudy,1007.02,3,Spring,7,coastal,Cloudy
26,33,7.5,6,clear,1025.21,8,Spring,7.5,mountain,Sunny
23,63,3,18,clear,1024.52,5,Winter,8,inland,Sunny
23,104,3.5,76,partly cloudy,1028.36,8,Summer,4,coastal,Sunny
-3,91,19.5,51,overcast,985.77,0,Winter,2.5,inland,Snowy
12,56,11.5,26,partly cloudy,1003.73,3,Winter,5.5,coastal,Cloudy
-6,95,3.5,82,overcast,990.75,11,Winter,1,inland,Snowy
5,104,12.5,79,overcast,996.81,0,Winter,5,mountain,Snowy
4,62,7,68,overcast,991.16,0,Winter,4,mountain,Snowy
-2,71,6,91,overcast,989.38,0,Winter,3,inland,Snowy
22,78,16.5,74,overcast,990.53,3,Summer,4,mountain,Rainy
29,83,17.5,81,overcast,1000.77,2,Winter,4.5,inland,Rainy
28,67,2.5,28,partly cloudy,1045.99,8,Summer,3,coastal,Cloudy
3,74,15.5,92,overcast,981.7,1,Winter,1.5,mountain,Snowy
29,82,18,78,overcast,991.54,3,Spring,4,inland,Rainy
-10,75,8.5,94,overcast,990.03,0,Winter,4,mountain,Snowy
18,75,11,20,partly cloudy,1003.14,4,Autumn,7.5,inland,Cloudy
39,39,3.5,16,partly cloudy,1014.76,8,Summer,8,inland,Sunny
26,60,1.5,14,clear,1028.72,5,Autumn,8.5,inland,Sunny
0,83,18.5,78,overcast,992.31,1,Winter,4,mountain,Snowy
29,91,19.5,86,overcast,1010.19,0,Winter,4.5,coastal,Rainy
-7,70,15,30,partly cloudy,1105.56,9,Winter,2.5,inland,Snowy
2,32,5,49,partly cloudy,904.2,0,Spring,3,inland,Sunny
20,48,9,8,clear,1012.09,10,Summer,6.5,coastal,Sunny
43,60,3.5,2,clear,1011.03,8,Spring,7.5,mountain,Sunny
33,69,5,81,partly cloudy,994.68,12,Autumn,16.5,inland,Snowy
26,83,10.5,72,overcast,1004.7,1,Summer,8,coastal,Cloudy
34,53,6.5,41,partly cloudy,1013.81,1,Winter,8,coastal,Cloudy
31,71,11.5,51,overcast,999.2,2,Winter,4,coastal,Rainy
16,103,17.5,95,overcast,1004.72,12,Autumn,1.5,coastal,Cloudy
-8,96,16,91,overcast,998.14,1,Winter,3.5,inland,Snowy
12,56,0.5,48,partly cloudy,1008.67,3,Autumn,7,coastal,Cloudy
31,95,5.5,79,overcast,994.38,3,Autumn,4.5,coastal,Rainy
15,95,5.5,54,overcast,996.04,1,Winter,1.5,mountain,Rainy
20,79,9.5,40,partly cloudy,1004.02,1,Spring,5,mountain,Cloudy
38,40,5,11,clear,1010.5,9,Autumn,9.5,coastal,Sunny
25,27,4,15,clear,1017.86,5,Autumn,7.5,mountain,Sunny
34,45,7,8,clear,1019.45,9,Winter,7,inland,Sunny
19,65,5.5,34,partly cloudy,1142.94,5,Winter,1,mountain,Sunny
27,72,15.5,57,overcast,991.14,1,Summer,4,coastal,Rainy
37,57,3.5,16,clear,1010.9,5,Autumn,9.5,mountain,Sunny
34,79,13.5,89,overcast,990.29,0,Summer,2.5,inland,Rainy
-16,98,4.5,73,overcast,994.1,0,Winter,0,inland,Snowy
31,29,7,16,partly cloudy,1023.21,5,Spring,7,coastal,Sunny
21,108,18,96,overcast,992.8,9,Autumn,1.5,mountain,Rainy
3,88,19,74,overcast,986.86,1,Winter,3.5,inland,Snowy
20,21,9,9,partly cloudy,1013.66,9,Autumn,7.5,coastal,Sunny
31,52,7,19,clear,1024.37,7,Summer,8,mountain,Sunny
39,34,3.5,5,clear,1016.3,7,Spring,7.5,inland,Sunny
80,76,3,93,clear,1014.26,13,Winter,3,inland,Sunny
16,50,9,32,partly cloudy,1000.8,1,Autumn,7.5,mountain,Cloudy
19,70,26.5,100,overcast,1012.31,9,Summer,2,inland,Rainy
-9,94,0,56,overcast,987.75,1,Winter,3.5,mountain,Snowy
19,91,6.5,68,overcast,1016.8,2,Summer,2,coastal,Rainy
-2,83,3.5,52,overcast,999.04,1,Winter,3.5,mountain,Snowy
15,79,0,39,partly cloudy,1015.32,4,Summer,6,coastal,Cloudy
-19,51,10,26,overcast,1098.88,6,Spring,18.5,mountain,Cloudy
26,50,3,20,partly cloudy,1008.81,1,Summer,5.5,inland,Cloudy
18,98,21,92,partly cloudy,1010.14,8,Spring,11,coastal,Cloudy
44,65,6.5,3,clear,1021.53,8,Autumn,7,coastal,Sunny
42,52,3,12,partly cloudy,1025.53,9,Summer,5.5,mountain,Sunny
15,51,14,44,partly cloudy,1006.17,2,Summer,7.5,mountain,Cloudy
52,101,7,96,clear,1021.67,1,Summer,6.5,coastal,Sunny
0,89,19.5,54,overcast,994.67,0,Winter,3.5,mountain,Snowy
-9,88,5,63,overcast,981.68,0,Winter,3,inland,Snowy
41,46,0.5,11,clear,1023.72,10,Autumn,7,inland,Sunny
11,68,7,81,partly cloudy,1004.46,3,Summer,1.5,inland,Rainy
2,41,14.5,94,partly cloudy,1147.75,11,Winter,1,mountain,Snowy
26,68,6.5,32,overcast,1015.95,2,Spring,6,coastal,Cloudy
19,87,1,70,partly cloudy,1012.87,3,Winter,11.5,inland,Sunny
15,99,13.5,80,overcast,1002.93,14,Spring,9,coastal,Cloudy
33,60,7,37,partly cloudy,1009.8,2,Summer,6,mountain,Cloudy
26,71,4,39,partly cloudy,1011.13,4,Spring,6,coastal,Cloudy
31,94,5,53,partly cloudy,1000.48,3,Winter,4,coastal,Rainy
34,89,5.5,85,partly cloudy,994.36,0,Spring,1.5,mountain,Rainy
-10,76,17,51,overcast,988.06,1,Winter,2,mountain,Snowy
45,95,3,107,overcast,1013.55,1,Spring,8,coastal,Cloudy
29,81,5,95,overcast,990.38,2,Winter,4.5,mountain,Rainy
24,94,5.5,58,overcast,999.28,2,Winter,1.5,coastal,Rainy
14,95,15,52,overcast,1001.31,3,Spring,2.5,coastal,Rainy
28,66,1.5,8,clear,1028.57,6,Winter,8,coastal,Sunny
16,79,12.5,65,partly cloudy,994.52,1,Spring,1,coastal,Rainy
17,66,9.5,28,partly cloudy,1006.33,4,Summer,6.5,coastal,Cloudy
22,76,2.5,35,overcast,1006.76,4,Summer,7,inland,Cloudy
38,49,11.5,56,partly cloudy,1187.38,13,Autumn,13,inland,Sunny
31,69,5.5,73,partly cloudy,1010.26,3,Winter,4,coastal,Rainy
-13,102,18,93,overcast,984.22,9,Winter,5.5,inland,Snowy
23,94,18,50,partly cloudy,1003.54,1,Summer,2,mountain,Rainy
19,76,9.5,14,overcast,1012.3,2,Spring,6.5,inland,Cloudy
39,84,32.5,71,partly cloudy,1019.59,3,Winter,4,mountain,Rainy
4,74,8.5,77,overcast,987.85,1,Winter,3.5,inland,Snowy
2,80,12.5,93,overcast,987.85,1,Winter,1.5,inland,Snowy
-9,77,3,97,overcast,990.49,0,Winter,3,mountain,Snowy
23,63,2,16,partly cloudy,1015.73,4,Spring,8.5,coastal,Cloudy
13,60,5.5,31,overcast,1019.03,2,Spring,5.5,inland,Cloudy
19,59,1,25,overcast,1011.4,3,Autumn,5,coastal,Cloudy
17,89,17.5,89,overcast,1001.82,1,Spring,4.5,coastal,Rainy
41,20,1.5,13,clear,1028.27,5,Winter,9,mountain,Sunny
6,76,2.5,64,partly cloudy,1000.66,6,Spring,0,inland,Snowy
33,36,4.5,2,clear,1026.57,7,Winter,8.5,coastal,Sunny
11,57,5,19,partly cloudy,1019.91,1,Summer,7.5,inland,Cloudy
4,81,9,72,partly cloudy,995.05,0,Winter,2.5,inland,Snowy
30,73,13.5,67,partly cloudy,1000.4,0,Summer,3,inland,Rainy
27,64,2,42,partly cloudy,1005.59,4,Summer,8,mountain,Cloudy
32,91,5.5,67,overcast,1004.63,3,Summer,2,mountain,Rainy
-2,60,11,61,overcast,986.79,0,Winter,3.5,inland,Snowy
-18,70,11,12,partly cloudy,1182.77,14,Summer,10.5,inland,Cloudy
3,72,10,78,overcast,987.7,1,Winter,4.5,inland,Snowy
-8,92,5.5,54,overcast,999.41,1,Winter,3,mountain,Snowy
4,75,10.5,69,cloudy,926.46,12,Spring,1.5,mountain,Rainy
34,71,4,42,partly cloudy,1001.55,4,Summer,7,mountain,Cloudy
38,44,5.5,7,partly cloudy,1015.53,5,Summer,9.5,inland,Sunny
22,57,5,2,clear,1026.21,5,Autumn,8,mountain,Sunny
20,20,8,7,clear,1027.65,6,Spring,9.5,inland,Sunny
-8,60,6,77,overcast,983.66,0,Winter,2.5,inland,Snowy
47,72,11.5,108,clear,1019.44,12,Autumn,9.5,inland,Sunny
-9,70,5,67,partly cloudy,980.37,0,Winter,4.5,mountain,Snowy
39,42,3,19,partly cloudy,1011.63,7,Winter,6,inland,Sunny
21,86,9.5,58,partly cloudy,997.76,1,Spring,3,mountain,Rainy
-3,99,5,87,partly cloudy,987.24,1,Winter,3,inland,Snowy
29,46,6,9,clear,1014.94,5,Spring,6.5,inland,Sunny
30,60,6.5,75,overcast,998.88,1,Autumn,4,coastal,Rainy
39,29,0.5,16,clear,1017.52,5,Spring,6,coastal,Sunny
30,64,7,51,overcast,1014.89,3,Summer,3.5,inland,Rainy
-1,82,3,64,overcast,991.36,1,Winter,3.5,inland,Snowy
26,82,18.5,90,overcast,994.41,2,Spring,3,mountain,Rainy
11,74,6,86,overcast,1009.58,3,Spring,2.5,mountain,Rainy
26,23,3,13,clear,1014.87,5,Summer,7.5,coastal,Sunny
12,75,19.5,66,partly cloudy,1019.53,1,Autumn,4.5,coastal,Rainy
-12,24,3,50,partly cloudy,1016.12,3,Summer,6.5,inland,Sunny
32,60,9,52,overcast,992.85,3,Winter,4.5,coastal,Rainy
24,80,32,84,overcast,1013.59,1,Autumn,3,mountain,Rainy
24,78,7,27,partly cloudy,1004.99,4,Summer,6.5,coastal,Cloudy
36,33,8.5,2,partly cloudy,1025.96,6,Summer,9,coastal,Sunny
-7,81,6,85,overcast,985.67,0,Winter,2,mountain,Snowy
21,58,7.5,16,overcast,1019.37,2,Autumn,7.5,inland,Cloudy
16,76,9,65,overcast,1006.24,3,Spring,2.5,coastal,Rainy
-19,26,7.5,20,cloudy,879.11,10,Spring,13.5,mountain,Cloudy
18,71,9,91,overcast,995.69,1,Spring,1,inland,Rainy
-8,63,0.5,73,overcast,994.16,1,Winter,3,mountain,Snowy
1,63,11.5,82,overcast,997.03,0,Winter,1.5,inland,Snowy
19,91,10,62,overcast,1004.94,2,Winter,2,coastal,Rainy
35,40,7,5,partly cloudy,1013.66,9,Summer,9.5,inland,Sunny
-4,74,17,56,overcast,980.29,1,Winter,2.5,mountain,Snowy
20,98,18,78,partly cloudy,1007.06,0,Autumn,2,coastal,Rainy
34,24,10,1,clear,1019.98,10,Summer,7,mountain,Sunny
40,26,9,19,clear,1023.2,6,Summer,9,inland,Sunny
33,80,14,77,overcast,1016.88,1,Autumn,4.5,coastal,Rainy
-2,96,6,66,overcast,984.93,0,Winter,1.5,inland,Snowy
0,84,17,96,overcast,989.75,0,Winter,1,mountain,Snowy
-2,106,24,73,partly cloudy,981.5,13,Winter,1.5,inland,Snowy
34,67,18,88,overcast,1018.97,1,Summer,3.5,coastal,Rainy
13,73,3,33,partly cloudy,1013.57,2,Spring,5.5,inland,Cloudy
2,100,27,82,overcast,984.28,12,Winter,3.5,inland,Snowy
2,95,10.5,50,partly cloudy,995.71,0,Winter,5,mountain,Snowy
0,76,14.5,95,overcast,996.54,1,Winter,2,mountain,Snowy
-9,70,6.5,93,overcast,988.14,1,Winter,2.5,inland,Snowy
29,70,7.5,91,overcast,1019.22,2,Spring,3,mountain,Rainy
14,65,17.5,74,overcast,1004.29,2,Winter,2,inland,Rainy
22,69,11.5,26,overcast,1000.43,4,Summer,6.5,inland,Cloudy
21,90,15,83,overcast,995.43,1,Summer,1.5,mountain,Rainy
24,51,8,26,partly cloudy,1018.31,2,Spring,6.5,mountain,Cloudy
15,91,6.5,92,overcast,993.62,0,Spring,2.5,inland,Rainy
37,64,4,54,cloudy,941.95,6,Autumn,8.5,mountain,Sunny
30,58,1.5,41,partly cloudy,1000.16,3,Summer,6.5,inland,Cloudy
20,63,20,55,overcast,1017.9,3,Summer,1,inland,Rainy
29,103,22.5,97,partly cloudy,1012.64,8,Summer,1.5,inland,Rainy
27,21,1.5,9,clear,1028.6,7,Autumn,6,inland,Sunny
36,78,12.5,86,partly cloudy,1017.41,7,Winter,2.5,inland,Cloudy
42,95,16.5,105,clear,1017.9,6,Spring,4,coastal,Sunny
-8,68,11,76,overcast,989.03,0,Winter,3.5,mountain,Snowy
33,26,6.5,5,clear,1029.26,7,Summer,9.5,coastal,Sunny
3,64,15,54,overcast,990.39,0,Winter,1.5,inland,Snowy
10,77,11.5,79,partly cloudy,1002.35,3,Autumn,2.5,coastal,Rainy
-10,65,7.5,78,overcast,999.97,0,Winter,4.5,inland,Snowy
3,96,3,68,overcast,984.04,1,Winter,4,inland,Snowy
-6,60,12,79,partly cloudy,997.36,1,Winter,2,inland,Snowy
12,24,10,12,cloudy,1025.6,14,Winter,5,mountain,Snowy
-10,97,4,93,partly cloudy,987.18,1,Winter,3.5,mountain,Snowy
34,77,4,46,overcast,1015.98,1,Winter,5,coastal,Cloudy
11,87,15.5,66,partly cloudy,990.51,1,Winter,3,inland,Rainy
-5,80,3,99,overcast,989.91,0,Winter,1.5,mountain,Snowy
28,65,6.5,44,partly cloudy,1016.96,3,Autumn,5,inland,Cloudy
18,63,1,15,partly cloudy,1001.89,1,Winter,9,inland,Cloudy
21,35,1,19,partly cloudy,1029.78,5,Winter,7,mountain,Sunny
14,90,18,73,overcast,991.27,3,Winter,2,inland,Rainy
33,63,4,15,clear,1022.72,7,Autumn,6.5,coastal,Sunny
11,93,10,63,partly cloudy,1007.74,3,Autumn,5,mountain,Rainy
28,33,7,33,cloudy,824.16,0,Summer,5,mountain,Sunny
20,67,0,48,partly cloudy,1010.23,4,Winter,7,mountain,Cloudy
-6,70,9.5,62,overcast,986.98,1,Winter,2.5,mountain,Snowy
11,87,19.5,84,overcast,1000.8,2,Spring,3.5,inland,Rainy
33,65,7.5,45,partly cloudy,1019.07,1,Summer,9,coastal,Cloudy
22,62,14,91,overcast,1019.57,3,Spring,4,inland,Rainy
27,50,4.5,15,clear,1012.86,10,Spring,8.5,mountain,Sunny
-7,98,1,98,overcast,987.4,0,Winter,2.5,inland,Snowy
12,69,4.5,29,overcast,1012.37,4,Autumn,8.5,inland,Cloudy
-11,69,13,31,partly cloudy,1081.28,0,Spring,5,inland,Sunny
35,49,3.5,13,partly cloudy,1016.25,5,Spring,8,mountain,Sunny
-10,68,3,70,overcast,987.09,0,Winter,3.5,inland,Snowy
-13,48,7.5,34,overcast,1196.03,6,Summer,15.5,mountain,Snowy
33,85,27.5,84,partly cloudy,991.68,0,Winter,6,coastal,Rainy
25,92,31,90,overcast,1017.26,6,Autumn,0.5,coastal,Rainy
25,51,3.5,6,clear,1021.18,10,Winter,7.5,mountain,Sunny
44,64,9,15,partly cloudy,1025.71,5,Summer,8.5,inland,Sunny
31,63,17,53,overcast,1016.02,1,Spring,2,coastal,Rainy
26,84,17,96,clear,1015.9,5,Spring,13.5,mountain,Sunny
20,67,4,27,overcast,1010.5,2,Spring,8,coastal,Cloudy
28,53,8,16,clear,1016.17,6,Summer,9,coastal,Sunny
4,85,13,95,overcast,988.3,0,Winter,1.5,inland,Snowy
28,104,21,109,partly cloudy,1008.63,0,Spring,3,coastal,Rainy
21,61,2,33,partly cloudy,1014.64,4,Autumn,7,mountain,Cloudy
3,89,7,82,overcast,998.9,1,Winter,3,mountain,Snowy
-3,96,3,91,partly cloudy,994.14,8,Winter,2.5,mountain,Snowy
28,63,5,2,clear,1010.5,10,Winter,7.5,coastal,Sunny
39,69,4.5,11,clear,1012.36,8,Winter,7.5,coastal,Sunny
-13,52,5.5,75,cloudy,1066.35,14,Spring,7.5,inland,Sunny
26,54,13,46,partly cloudy,1011.35,1,Autumn,6,mountain,Cloudy
29,51,11.5,14,partly cloudy,1016.46,3,Winter,5,coastal,Cloudy
38,22,5,7,clear,1016.55,8,Autumn,9,inland,Sunny
26,99,18,67,overcast,1015.24,2,Summer,3,inland,Rainy
48,40,7,91,partly cloudy,1184.13,3,Autumn,5,coastal,Snowy
21,57,2.5,45,partly cloudy,1007.93,1,Autumn,5.5,coastal,Cloudy
74,101,18,76,partly cloudy,1010.82,6,Spring,4,coastal,Sunny
40,21,5.5,7,clear,1010.93,7,Autumn,9,inland,Sunny
35,42,6,11,clear,1024.48,5,Summer,7.5,coastal,Sunny
3,97,3,66,overcast,991.12,1,Winter,3.5,inland,Snowy
23,83,9.5,90,overcast,1010.97,3,Winter,3.5,inland,Rainy
19,74,6.5,37,overcast,1018.34,2,Winter,7,coastal,Cloudy
32,71,14,24,partly cloudy,1000.28,4,Summer,6,mountain,Cloudy
4,57,7,62,partly cloudy,1045.58,9,Winter,13.5,inland,Cloudy
-8,82,13,90,overcast,985.99,1,Winter,1,mountain,Snowy
16,82,27.5,81,overcast,995.65,3,Autumn,2,coastal,Rainy
13,52,11.5,44,partly cloudy,1003.47,3,Summer,8.5,coastal,Cloudy
18,73,11.5,12,overcast,1006.46,1,Spring,7.5,inland,Cloudy
43,30,5.5,7,clear,1028.14,5,Summer,5.5,inland,Sunny
14,73,13,40,overcast,1016.96,1,Autumn,8,coastal,Cloudy
10,53,6,43,partly cloudy,1005.75,4,Summer,5.5,mountain,Cloudy
28,72,8,71,overcast,1003.7,1,Summer,2.5,inland,Rainy
-7,72,6.5,94,overcast,999.86,0,Winter,3.5,inland,Snowy
3,89,17,80,partly cloudy,980.91,1,Winter,4.5,mountain,Snowy
10,63,15.5,98,overcast,1007.79,2,Spring,1.5,inland,Rainy
23,75,13,48,partly cloudy,1018.2,2,Winter,8.5,inland,Cloudy
30,65,10,67,overcast,1001.1,2,Spring,3.5,mountain,Rainy
76,91,13.5,82,partly cloudy,1015.18,1,Autumn,7,inland,Cloudy
-8,70,2.5,84,overcast,985.21,1,Winter,2.5,mountain,Snowy
9,82,16.5,107,overcast,1011.48,4,Summer,0.5,inland,Cloudy
5,83,30.5,96,partly cloudy,991.86,13,Winter,1.5,inland,Snowy
14,81,18.5,79,partly cloudy,1005.82,1,Spring,1.5,coastal,Rainy
10,76,15,53,overcast,1001.63,0,Spring,4.5,mountain,Rainy
15,63,10,83,overcast,1016.68,0,Summer,2.5,coastal,Rainy
33,96,24.5,97,partly cloudy,1010.21,5,Winter,2,mountain,Cloudy
25,68,0,37,overcast,1008.06,2,Winter,7.5,mountain,Cloudy
24,63,14.5,47,partly cloudy,1016.18,1,Spring,5.5,mountain,Cloudy
-5,76,11,86,overcast,984.05,1,Winter,2.5,mountain,Snowy
16,67,6.5,30,partly cloudy,1011.71,4,Summer,6,inland,Cloudy
26,97,20.5,81,overcast,1005.35,12,Spring,5.5,coastal,Rainy
22,62,9,26,partly cloudy,1019.79,1,Autumn,9,inland,Cloudy
-10,87,1.5,76,partly cloudy,982.49,1,Winter,1.5,inland,Snowy
22,56,0.5,29,partly cloudy,1019.41,1,Spring,7,inland,Cloudy
28,46,8,11,clear,1010.17,6,Winter,5.5,coastal,Sunny
0,71,1.5,67,overcast,995.64,1,Winter,3.5,inland,Snowy
12,82,18,78,overcast,1018.01,1,Winter,4.5,coastal,Rainy
32,93,15,51,overcast,1010.4,0,Autumn,3,coastal,Rainy
-10,96,13,97,overcast,998.31,1,Winter,1,inland,Snowy
30,51,3,48,partly cloudy,1012.49,3,Autumn,6.5,inland,Cloudy
-6,67,12,89,overcast,998.75,0,Winter,3,mountain,Snowy
31,69,16,50,partly cloudy,1016.26,2,Winter,4.5,inland,Rainy
